Year,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Potential Additional DR Capacity (MW),0,0,0,0,0,0,0,453,1267,2666,4993,8782,15694,15819,14614,15302,15924,16587,17225,17816,18391,18920,19427,19885,20298,20657,21000,21262,21521,21691,21890,22060,22194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
