(dimensionless),2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Animal related share,0.46268 ,0.47543 ,0.47183 ,0.46823 ,0.46463 ,0.46102 ,0.45742 ,0.45382 ,0.45022 ,0.44662 ,0.44302 ,0.43942 ,0.43582 ,0.43221 ,0.42861 ,0.42501 ,0.42141 ,0.41781 ,0.41421 ,0.41061 ,0.40701 ,0.40340 ,0.39980 ,0.39620 ,0.39260 ,0.38900 ,0.38540 ,0.38180 ,0.37819 ,0.37459 ,0.37099 ,0.36739 ,0.36379 ,0.36019 ,0.35659 ,0.35299 ,0.34938 ,0.34578 ,0.34218 ,0.33858 ,0.33498 ,0.33138 ,0.32778 
