Unit: people,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Population,101515549 ,101942108 ,102309238 ,102618234 ,102870422 ,103067183 ,103209945 ,103300167 ,103339361 ,103329081 ,103270934 ,103166556 ,103017635 ,102825906 ,102593143 ,102321167 ,102011843 ,101667079 ,101288827 ,100879086 ,100439899 ,99973348 ,99481563 ,98966723 ,98431043 ,97876788 ,97306258 ,96721812 ,96125841 ,95520786 ,94909132 ,94293403 ,93676179 ,93060070 ,92447736 ,91841886 ,91245268 ,90660676 ,90090943 ,89538957 ,89007642 
