Unit: people,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Employed Population,59959864,59713741,59446427,59158301,58849746,58521141,58172866,57805304,57418833,57013835,56590691,56149781,55691485,55216184,54724259,54216090,53692058,53152544,52597928,52028590,51444912,50847274,50236056,49611640,48974405,48324732,47663002,46989596,46304894,45609277,44903125,44186819,43460739,42725267,41980782,41227665,40466298,39697060,38920331,38136494,37345928
