Unit: 2012 $,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Total EE Compensation,7.1597E+11,7.51877E+11,7.88361E+11,8.24201E+11,8.60103E+11,8.96196E+11,9.30956E+11,9.65125E+11,9.99553E+11,1.0333E+12,1.06642E+12,1.09878E+12,1.13078E+12,1.1623E+12,1.19254E+12,1.22198E+12,1.25115E+12,1.27904E+12,1.30659E+12,1.33295E+12,1.35826E+12,1.38294E+12,1.40641E+12,1.42895E+12,1.4503E+12,1.47089E+12,1.49043E+12,1.50846E+12,1.52538E+12,1.54122E+12,1.55569E+12,1.56907E+12,1.58085E+12,1.59117E+12,1.60028E+12,1.60761E+12,1.61377E+12,1.61827E+12,1.62107E+12,1.6224E+12,1.62194E+12
