Year,Year2020,Year2021,Year2022,Year2023,Year2024,Year2025,Year2026,Year2027,Year2028,Year2029,Year2030,Year2031,Year2032,Year2033,Year2034,Year2035,Year2036,Year2037,Year2038,Year2039,Year2040,Year2041,Year2042,Year2043,Year2044,Year2045,Year2046,Year2047,Year2048,Year2049,Year2050,Year2051,Year2052,Year2053,Year2054,Year2055,Year2056,Year2057,Year2058,Year2059,Year2060,Year2061,Year2062,Year2063,Year2064,Year2065,Year2066,Year2067,Year2068,Year2069,Year2070,Year2071,Year2072,Year2073,Year2074,Year2075,Year2076,Year2077,Year2078,Year2079,Year2080,Year2081,Year2082,Year2083,Year2084,Year2085,Year2086,Year2087,Year2088,Year2089,Year2090,Year2091,Year2092,Year2093,Year2094,Year2095,Year2096,Year2097,Year2098,Year2099,Year2100
RPS Fraction (dimensionless),0.095,0.1,0.115,0.13,0.1444,0.1786,0.198,0.2,0.2381,0.2588,0.2799,0.3015,0.3234,0.3458,0.3686,0.3918,0.4155,0.4444,0.4542,0.4664,0.4784,0.4904,0.5023,0.5141,0.5258,0.5374,0.549,0.5605,0.5719,0.5833,0.5946,0.6058,0.617,0.6282,0.6393,0.6504,0.6614,0.6695,0.6794,0.6888,0.698,0.7069,0.7155,0.726033333,0.73548,0.744926667,0.754373333,0.76382,0.773266667,0.782713333,0.79216,0.801606667,0.811053333,0.8205,0.829946667,0.839393333,0.84884,0.858286667,0.867733333,0.87718,0.886626667,0.896073333,0.90552,0.914966667,0.924413333,0.93386,0.943306667,0.952753333,0.9622,0.971646667,0.981093333,0.99054,0.999986667,1,1,1,1,1,1,1,1
