Policy:,F-gas inspection maintenance retrofitting,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
100,150,25753508966,27246566585,28858439401,28035934714,29001411705,30581792620,24896966612,19059985139,12822468347,6445011158,0,0,0,0,0,0,2244482828,4462675704,6653320127,8816134793,10951568831,10940595824,10930258304,10920963398,10912982011,10906573299,10840754428,10777354220,10716375395,10657788987,10601542805,10484661783,10370521332,10258971496,10149938040,10043261093
150,200,0,0,0,0,0,0,8417334504,17183809102,26010639831,34863565924,43681059480,46754483103,49738026437,52638413387,55462572618,58217492412,59849682217,61439818432,62995173839,64521805598,66025133093,67823585618,69603094479,71366993011,73117957144,74858741869,76946299640,79023508371,81092046028,83153349552,85208645586,87662240673,90108236873,92547387611,94981009211,97409540220
200,250,3.65786E+11,3.7901E+11,3.94024E+11,3.76435E+11,3.83544E+11,3.98916E+11,3.82279E+11,3.66043E+11,3.44995E+11,3.223E+11,2.98481E+11,3.0272E+11,3.06405E+11,3.09651E+11,3.12551E+11,3.15179E+11,2.50758E+11,1.86967E+11,1.23887E+11,61559762025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,39072658927,79766000961,1.2074E+11,1.61834E+11,2.02764E+11,2.17092E+11,2.31002E+11,2.44525E+11,2.57694E+11,2.70541E+11,3.45371E+11,4.19218E+11,4.92078E+11,5.6397E+11,6.34934E+11,6.45664E+11,6.56291E+11,6.66846E+11,6.7735E+11,6.87825E+11,6.19085E+11,5.51182E+11,4.84076E+11,4.17722E+11,3.52077E+11,3.54755E+11,3.57466E+11,3.6021E+11,3.62988E+11,3.65798E+11
300,350,1.74033E+11,1.37587E+11,1.02535E+11,62540457947,30566695859,0,1.04347E+11,2.13022E+11,3.22445E+11,4.32191E+11,5.41499E+11,6.0984E+11,6.76958E+11,7.42811E+11,8.07406E+11,8.70777E+11,9.27729E+11,9.83671E+11,1.03869E+12,1.09288E+12,1.14633E+12,1.21219E+12,1.27731E+12,1.34175E+12,1.40557E+12,1.46886E+12,1.62781E+12,1.78531E+12,1.94146E+12,2.09637E+12,2.25014E+12,2.35461E+12,2.45853E+12,2.56195E+12,2.66492E+12,2.76748E+12
350,400,0,66575961724,1.32307E+11,1.81573E+11,2.36651E+11,2.95661E+11,2.407E+11,1.84269E+11,1.23966E+11,62309474851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,2.39554E+11,1.89387E+11,1.41138E+11,86086243427,42074716221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,69711115412,1.38537E+11,1.90124E+11,2.47795E+11,3.09584E+11,2.60286E+11,2.09789E+11,1.55298E+11,99414939866,42813616988,43770551249,44646826394,45457429535,46214686479,46928853973,47686587514,48416957399,49126139041,49819085020,50500052226,51193316009,51880424382,52563605299,53244523929,53924851061,54656236206,55388363855,56121938022,56857496257,57595440105,45866805143,34249922575,22737573750,11323100741,0
600,650,0,0,0,0,0,0,83056923400,1.69559E+11,2.56657E+11,3.44012E+11,4.31017E+11,4.49751E+11,4.6764E+11,4.84797E+11,5.01323E+11,5.17305E+11,4.1157E+11,3.0687E+11,2.03336E+11,1.01038E+11,0,0,0,0,0,0,0,0,0,0,0,12493158200,24877233094,37159436553,49346812248,61445706074
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27096E+11,2.52703E+11,3.7675E+11,4.99221E+11,6.20141E+11,6.45279E+11,6.70138E+11,6.94754E+11,7.19156E+11,7.43376E+11,5.91434E+11,4.41221E+11,2.92643E+11,1.45601E+11,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82599E+11,3.63259E+11,5.42102E+11,7.19243E+11,8.94797E+11,7.12582E+11,5.32103E+11,3.53249E+11,1.75915E+11,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1998E+11,4.38039E+11,6.54304E+11,8.689E+11,1.08194E+12
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,32438402829,25645203069,19111793330,11657081180,5697407194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,7971076737,15840942604,21739618523,28334013076,35399155197,37069011797,38904951492,40336419536,41631480377,42813616988,43770551249,44646826394,45457429535,46214686479,46928853973,47686587514,48416957399,49126139041,49819085020,50500052226,51193316009,51880424382,52563605299,53244523929,53924851061,42902896714,32006423615,21228455591,10561959069,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11753339492,23381940240,34893482430,46295537188,57595440105,58359963343,59127155669,59897010304,60669912989,61445706074
1200,1250,2.31246E+11,1.82819E+11,1.36244E+11,83100691190,40615525319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,19148994296,38054848748,52225294631,68067072079,85039730937,69231760483,53000686652,35655831942,17921840671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,10066549687,20550646770,31106925611,41694412700,52239524927,41791376413,31286834574,20791637601,10352102798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,11931353111,23819540654,35615821915,47288069274,58816504643,46794656231,34890449962,23118898804,11487835634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567952329,19023833851,28362279731,37582090798,46685181644,37116932041,27667689754,18334702649,9113801104,0,0,0,0,0,0,0,0,0,0,0
