,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Transmission Capacity (MW*miles),1.23E+07,1.36E+07,2.20E+07,2.34E+07,2.47E+07,2.96E+07,3.30E+07,3.65E+07,3.99E+07,4.34E+07,4.68E+07,5.03E+07,5.37E+07,5.72E+07,6.07E+07,6.41E+07,6.76E+07,7.10E+07,7.45E+07,7.79E+07,8.14E+07,8.48E+07,8.83E+07,9.18E+07,9.52E+07,9.87E+07,1.02E+08,1.06E+08,1.09E+08,1.12E+08,1.16E+08,1.19E+08,1.23E+08,1.26E+08,1.30E+08,1.33E+08,1.37E+08,1.40E+08,1.44E+08,1.47E+08,1.51E+08,1.54E+08,1.57E+08,1.61E+08,1.64E+08,1.68E+08
