Unit: MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Grid Battery Storage Capacity,0,0,0,0,0,0,1751.525789,3304.042718,5154.044867,7359.728043,9991.053153,13132.24353,16884.84824,21371.51011,26740.61364,35315.84282,40599.13727,46410.76116,52803.54745,59835.61236,67570.88376,76079.68231,85439.36071,95735.00695,107060.2178,119517.9498,126784.7614,134456.4196,142557.3171,151113.4817,160152.6989,169398.5958,178024.3807,187081.4548,196591.3827,206576.8069,217061.5023,228070.4325,239629.8092,251767.1548,264511.3676
