Unit: MW,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
BAU Grid Battery Storage Capacity,167,677,1500,2500,3500,4500,5667.683859,6702.695145,7936.029911,9406.485362,11160.7021,13254.82902,15756.5655,18747.67341,22327.07576,26614.69035,29256.33757,32162.14952,35358.54266,38874.57512,42742.21082,46996.61009,51676.44929,56824.27241,62486.87784,68715.74382,72349.14965,76184.97873,80235.42751,84513.5098,89033.11839,93656.06686,97968.9593,102497.4964,107252.4603,112245.1724,117487.5201,122991.9852,128771.6735,134840.3463,141212.4527
