Fuel Price ($/BTU),2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Transportation Sector,4.78E-06,6.53E-06,7.15E-06,7.90E-06,8.53E-06,8.92E-06,9.08E-06,9.36E-06,9.74E-06,9.95E-06,1.02E-05,1.05E-05,1.07E-05,1.09E-05,1.11E-05,1.12E-05,1.11E-05,1.11E-05,1.13E-05,1.14E-05,1.14E-05,1.17E-05,1.19E-05,1.20E-05,1.21E-05,1.23E-05,1.25E-05,1.27E-05,1.28E-05,1.28E-05,1.30E-05,1.32E-05,1.33E-05,1.35E-05,1.36E-05,1.38E-05,1.39E-05,1.40E-05,1.42E-05,1.43E-05,1.45E-05
Electricity Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Residential Buildings Sector,4.78E-06,6.53E-06,6.60E-06,7.06E-06,7.62E-06,7.92E-06,8.10E-06,8.35E-06,8.54E-06,8.63E-06,8.74E-06,8.89E-06,8.94E-06,9.04E-06,9.10E-06,9.15E-06,9.09E-06,9.05E-06,9.12E-06,9.20E-06,9.15E-06,9.31E-06,9.37E-06,9.41E-06,9.46E-06,9.54E-06,9.64E-06,9.70E-06,9.74E-06,9.76E-06,9.83E-06,9.92E-06,9.97E-06,1.00E-05,1.01E-05,1.02E-05,1.02E-05,1.03E-05,1.03E-05,1.04E-05,1.05E-05
Commercial Buildings Sector,4.78E-06,6.53E-06,6.62E-06,6.69E-06,6.87E-06,6.78E-06,6.58E-06,6.45E-06,6.63E-06,6.72E-06,6.82E-06,7.07E-06,7.12E-06,7.23E-06,7.29E-06,7.34E-06,7.28E-06,7.24E-06,7.31E-06,7.39E-06,7.34E-06,7.49E-06,7.55E-06,7.59E-06,7.65E-06,7.73E-06,7.83E-06,7.89E-06,7.93E-06,7.96E-06,8.03E-06,8.12E-06,8.17E-06,8.24E-06,8.30E-06,8.36E-06,8.42E-06,8.48E-06,8.54E-06,8.61E-06,8.67E-06
Industry Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
District Heating Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
LULUCF Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Geoengineering Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
