Fuel Price ($/BTU),2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Transportation Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
Electricity Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Residential Buildings Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
Commercial Buildings Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
Industry Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
District Heating Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
LULUCF Sector,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Geoengineering Sector,4.19E-05,3.99E-05,3.80E-05,3.62E-05,3.44E-05,3.28E-05,3.12E-05,2.97E-05,2.83E-05,2.70E-05,2.57E-05,2.44E-05,2.33E-05,2.22E-05,2.11E-05,2.01E-05,1.91E-05,1.82E-05,1.73E-05,1.65E-05,1.57E-05,1.50E-05,1.43E-05,1.36E-05,1.29E-05,1.23E-05,1.17E-05,1.12E-05,1.06E-05,1.01E-05,9.63E-06,9.17E-06,8.73E-06,8.32E-06,7.92E-06,7.54E-06,7.18E-06,6.84E-06,6.51E-06,6.20E-06,5.90E-06
