,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
Global battery cap (MWh),253810,605280,1035000,1560161,2189440,2931513,3777703,4811183,6070252,7572262,9343242,11426576,13834979,16566912,19553746,22785679,26243102,29968312,33860189,37908929,42134139,46555427,51042904,55600057,60212435,64868298,69558227,74262829,78988103,83729415,88483147,93246483,98029299,102798587,107567875,112337163,117106451,121875739,126645027,131414315,136183603,140952891
