Unit: USD,ISIC 01T03,ISIC 05,ISIC 06,ISIC 07T08,ISIC 09,ISIC 10T12,ISIC 13T15,ISIC 16,ISIC 17T18,ISIC 19,ISIC 20,ISIC 21,ISIC 22,ISIC 231,ISIC 239,ISIC 241,ISIC 242,ISIC 25,ISIC 26,ISIC 27,ISIC 28,ISIC 29,ISIC 30,ISIC 31T33,ISIC 351,ISIC 352T353,ISIC 36T39,ISIC 41T43,ISIC 45T47,ISIC 49T53,ISIC 55T56,ISIC 58T60,ISIC 61,ISIC 62T63,ISIC 64T66,ISIC 68,ISIC 69T82,ISIC 84,ISIC 85,ISIC 86T88,ISIC 90T96,ISIC 97T98
Output,1.33E+11,3.61E+10,1.16E+10,2.92E+10,4.51E+09,2.88E+11,1.95E+11,6.23E+10,1.15E+11,1.60E+11,2.75E+11,9.77E+10,9.31E+10,2.56E+10,1.03E+11,8.13E+10,1.12E+11,1.06E+11,1.15E+11,1.01E+11,1.43E+11,1.20E+11,3.39E+10,7.06E+09,6.05E+10,7.02E+09,5.60E+09,2.27E+11,1.86E+11,1.45E+11,4.86E+10,2.56E+10,9.07E+10,3.12E+09,9.65E+10,6.82E+10,3.41E+10,3.69E+10,4.47E+10,5.41E+10,1.40E+10,3.70E+10
